Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2021-10-14,329.7,592.1,87.5,23.7,98.7,10.3,8.24,93.5,172.5,8.24,22.03,8.71,151.5,Poor
2021-10-15,328.5,449.2,195.7,92.5,138.3,26.5,7.17,13.2,88.7,2.68,1.15,6.51,474.4,Moderate
2021-10-16,10.1,153.3,107.8,110.3,243.9,4.8,3.36,34.4,91.2,3.86,10.89,2.65,242.5,Moderate
2021-10-17,397.1,149.6,81.2,111.0,81.3,31.8,3.97,11.9,19.4,0.99,6.63,0.48,121.8,Good
2021-10-18,210.9,83.9,19.3,34.1,128.3,39.9,6.06,57.1,83.7,17.68,1.23,9.51,72.6,Severe
2021-10-19,442.5,192.6,78.3,41.3,177.2,38.8,9.42,54.5,47.4,7.62,23.37,7.53,292.6,Poor
2021-10-20,255.9,63.8,14.9,102.1,23.6,23.9,0.52,71.0,66.6,1.15,27.64,10.0,100.2,Good
2021-10-21,2.7,552.0,98.9,129.4,74.4,11.7,7.47,89.3,39.4,15.23,18.08,2.92,246.4,Good
2021-10-22,260.1,516.2,39.8,136.5,215.7,35.2,1.53,26.6,17.2,16.23,1.9,1.29,442.9,Good
2021-10-23,100.4,541.7,173.5,2.3,5.2,3.4,9.57,30.4,55.4,8.13,13.36,8.14,209.9,Satisfactory
2021-10-24,401.4,491.6,122.7,55.9,214.8,6.7,7.4,56.4,23.2,13.66,17.16,4.33,135.7,Very Poor
2021-10-25,132.0,85.9,132.2,94.8,156.7,30.3,5.16,23.8,9.1,9.95,1.85,1.56,264.9,Good
2021-10-26,161.7,560.3,125.2,81.7,230.1,15.5,3.98,56.2,81.7,15.6,11.71,3.65,495.3,Good
2021-10-27,123.9,29.2,54.2,8.1,89.1,15.7,8.98,31.5,55.0,13.74,24.07,0.64,82.8,Poor
2021-10-28,25.1,457.8,150.6,45.8,25.6,28.9,1.76,89.5,143.0,0.33,6.84,3.86,136.6,Very Poor
2021-10-29,203.8,428.7,49.2,25.4,81.6,12.4,2.08,65.7,127.1,13.88,18.0,4.84,471.5,Poor
2021-10-30,195.1,331.7,52.0,103.0,176.0,22.1,4.74,39.8,66.9,17.25,5.36,7.4,283.8,Poor
2021-10-31,260.8,75.4,140.3,53.5,84.1,41.6,3.89,44.7,110.4,12.16,19.16,9.47,101.0,Satisfactory
2021-11-01,236.9,474.9,196.8,129.7,135.9,14.4,9.11,69.6,147.8,8.44,16.5,9.09,492.2,Poor
2021-11-02,107.0,118.6,150.7,19.9,178.8,37.6,4.55,46.8,57.1,11.8,0.2,5.62,269.0,Severe
2021-11-03,425.8,298.0,149.6,136.8,152.1,46.5,2.31,39.4,154.3,8.8,24.74,5.11,375.7,Severe
2021-11-04,171.4,440.5,187.1,136.0,112.3,39.8,5.18,63.7,37.6,10.56,21.92,5.06,289.1,Very Poor
2021-11-05,439.0,13.7,143.8,69.9,55.7,2.2,5.89,24.4,33.5,11.34,14.58,3.77,111.4,Severe
2021-11-06,282.0,240.5,124.0,18.1,130.9,3.9,4.05,0.9,113.2,19.94,18.74,1.53,255.3,Moderate
2021-11-07,55.2,4.9,124.3,133.8,211.6,18.1,3.27,68.6,110.6,15.45,19.53,5.94,106.3,Satisfactory
2021-11-08,285.3,361.7,37.0,46.1,22.3,32.4,1.14,82.9,13.9,9.71,28.69,9.76,165.4,Severe
2021-11-09,425.8,588.8,30.5,7.6,97.3,0.8,1.11,62.5,49.4,2.74,15.76,5.9,104.7,Poor
2021-11-10,456.7,562.8,151.3,104.6,186.1,14.0,0.13,60.7,176.9,7.3,8.7,7.31,416.3,Very Poor
2021-11-11,413.4,372.4,182.2,13.3,195.7,36.9,9.76,58.6,99.8,18.71,2.23,1.31,54.4,Good
2021-11-12,258.2,361.5,148.8,125.2,5.5,13.9,7.0,45.4,35.0,10.52,19.82,9.51,49.7,Satisfactory
2021-11-13,236.5,446.5,34.7,87.9,90.9,38.7,2.71,7.2,128.1,11.45,0.08,9.28,213.3,Satisfactory
2021-11-14,415.2,500.7,49.9,6.6,248.1,21.0,8.32,39.6,124.1,15.34,5.7,2.29,115.8,Poor
2021-11-15,147.4,103.8,45.6,2.2,131.2,47.6,8.21,78.0,104.6,19.9,16.0,3.71,249.7,Satisfactory
2021-11-16,66.6,96.0,130.9,92.3,39.3,28.5,6.25,54.3,78.1,17.93,2.68,8.17,435.9,Severe
2021-11-17,378.8,218.2,53.5,83.9,170.9,34.6,2.92,45.3,135.3,7.99,25.67,7.64,55.1,Very Poor
2021-11-18,214.2,386.3,6.7,20.7,160.1,4.2,5.34,33.3,68.2,18.21,7.03,9.39,201.4,Satisfactory
2021-11-19,101.3,66.8,168.3,147.7,125.7,47.3,9.04,55.4,38.7,9.16,0.79,1.11,435.8,Satisfactory
2021-11-20,484.6,342.4,108.0,38.6,125.3,6.4,9.83,5.9,175.5,5.97,2.38,6.9,347.3,Severe
2021-11-21,190.9,63.7,150.5,83.1,221.9,17.5,9.64,85.5,172.3,16.47,9.15,7.13,178.4,Satisfactory
2021-11-22,320.2,576.6,91.3,126.5,97.9,45.7,5.79,14.6,81.3,6.89,6.38,8.09,14.6,Very Poor
2021-11-23,256.9,342.6,126.3,78.0,224.1,31.9,9.45,57.5,84.3,12.6,29.88,7.1,325.1,Severe
2021-11-24,334.2,410.5,93.0,71.8,8.8,21.1,4.86,45.8,39.8,12.01,7.75,8.89,477.1,Satisfactory
2021-11-25,198.0,315.2,178.7,60.6,115.1,20.2,3.26,45.4,148.3,8.62,8.7,2.05,405.7,Satisfactory
2021-11-26,52.8,285.5,65.0,122.1,64.2,7.9,3.69,86.0,134.5,6.57,8.03,9.2,171.5,Satisfactory
2021-11-27,209.7,41.1,17.6,25.2,46.1,9.9,1.41,22.2,187.2,13.95,25.96,2.79,414.0,Satisfactory
2021-11-28,218.6,18.8,30.7,134.4,79.2,21.9,9.13,66.7,148.0,18.46,21.34,8.54,335.6,Severe
2021-11-29,376.0,329.5,56.9,18.0,50.5,44.3,7.83,42.1,38.5,18.53,10.97,3.99,90.4,Severe
2021-11-30,210.5,549.8,177.6,73.3,117.7,27.6,9.4,72.1,55.3,2.2,15.65,8.18,181.6,Moderate
2021-12-01,377.0,599.5,69.9,93.0,12.0,6.5,0.87,89.0,93.9,15.25,6.54,6.91,135.2,Very Poor
2021-12-02,377.9,190.9,165.1,10.1,221.4,24.6,10.0,37.9,7.6,14.84,2.81,3.86,44.0,Poor
2021-12-03,351.5,414.0,126.5,100.3,236.2,2.4,5.11,2.9,180.3,1.06,11.8,5.83,323.1,Poor
2021-12-04,220.1,128.4,196.8,125.6,161.1,24.0,5.48,59.7,165.1,10.5,22.72,9.63,51.2,Severe
2021-12-05,300.3,361.1,34.3,101.3,94.8,31.5,6.27,93.8,53.0,13.28,8.89,0.11,213.9,Good
2021-12-06,88.9,33.7,102.5,66.9,134.9,17.8,1.54,13.2,122.9,8.53,15.76,4.35,98.2,Poor
2021-12-07,458.3,572.7,50.4,14.0,0.4,8.8,7.02,35.3,176.7,14.29,10.54,5.41,80.6,Severe
2021-12-08,58.0,95.4,33.9,93.1,85.4,48.4,6.97,96.7,153.3,18.22,2.8,0.56,209.1,Moderate
2021-12-09,265.8,24.5,146.3,136.1,100.6,5.8,7.29,87.1,43.5,13.93,10.34,7.92,184.2,Moderate
2021-12-10,400.2,435.7,27.9,128.0,221.3,24.7,3.35,22.1,170.9,2.91,20.43,0.55,403.6,Very Poor
2021-12-11,133.3,62.4,85.3,89.7,162.4,19.1,2.21,92.0,36.5,10.6,28.85,8.97,96.2,Satisfactory
2021-12-12,119.6,459.3,167.2,72.0,122.8,12.4,1.83,95.1,95.2,12.52,25.31,7.77,28.3,Moderate
2021-12-13,319.7,382.3,73.6,79.4,178.8,42.8,8.67,13.7,96.1,3.51,9.17,5.75,345.5,Moderate
2021-12-14,304.5,353.7,135.9,37.5,40.9,9.6,6.8,97.7,27.2,5.47,24.93,4.09,370.9,Very Poor
2021-12-15,305.2,34.2,72.9,110.2,104.7,15.3,3.13,6.9,38.5,11.06,9.3,8.37,370.1,Poor
2021-12-16,293.3,64.9,18.8,24.5,7.7,17.7,7.16,86.0,182.5,6.38,22.77,0.12,162.3,Satisfactory
2021-12-17,59.7,213.8,162.5,30.1,221.0,33.7,7.65,97.4,106.0,19.35,7.04,2.43,300.2,Poor
2021-12-18,369.3,121.3,62.2,111.4,48.8,29.5,6.73,12.6,130.2,1.02,9.57,8.35,479.8,Good
2021-12-19,55.1,528.4,135.4,46.3,195.8,24.6,7.4,41.3,162.5,6.41,2.0,3.95,93.7,Very Poor
2021-12-20,58.9,34.4,170.8,118.9,58.3,39.3,1.14,99.9,10.8,1.89,19.2,6.61,448.1,Severe
2021-12-21,387.3,587.4,26.4,83.4,218.3,9.2,1.33,52.8,122.9,9.92,14.81,7.19,22.1,Moderate
2021-12-22,178.4,351.5,115.1,118.3,51.4,6.4,8.9,44.2,103.4,14.08,10.83,4.42,485.8,Moderate
2021-12-23,452.5,556.4,120.1,44.7,45.9,26.5,2.14,65.6,18.9,7.9,26.01,4.05,25.9,Moderate
2021-12-24,17.8,55.2,135.2,12.1,173.5,44.4,8.29,58.2,80.2,4.16,3.18,0.6,357.3,Very Poor
2021-12-25,252.0,24.3,27.3,86.9,191.4,42.3,4.85,9.9,172.9,12.17,11.29,5.14,253.4,Severe
2021-12-26,413.7,549.9,71.6,110.0,47.3,25.6,9.84,77.5,60.6,18.84,28.29,5.65,413.9,Moderate
2021-12-27,387.1,551.2,107.4,9.1,223.9,18.5,9.52,1.5,118.0,18.87,21.75,7.49,451.7,Good
2021-12-28,26.8,7.9,186.6,2.2,162.2,29.3,6.25,3.4,178.2,17.62,11.8,6.3,124.8,Severe
2021-12-29,346.7,229.1,189.1,120.1,30.4,28.0,4.05,83.1,102.9,19.77,23.26,8.73,343.2,Moderate
2021-12-30,481.8,223.9,120.7,30.2,127.4,6.0,2.16,65.6,54.7,17.63,14.95,7.66,435.5,Severe
2021-12-31,78.7,304.4,169.4,59.3,136.4,35.7,0.44,40.2,152.3,10.53,12.8,6.31,34.0,Very Poor
2022-01-01,111.9,265.6,157.7,21.3,170.4,11.5,2.11,26.3,49.2,13.16,5.23,7.87,379.3,Good
2022-01-02,91.6,222.3,73.4,69.3,79.7,26.1,2.67,42.7,69.5,7.45,13.97,6.69,41.2,Satisfactory
2022-01-03,128.3,294.0,127.6,18.8,91.6,18.0,5.84,43.2,51.0,16.98,13.14,9.88,340.9,Moderate
2022-01-04,169.1,263.2,180.2,20.3,161.3,35.8,1.51,89.0,71.2,18.84,7.12,1.1,492.3,Satisfactory
2022-01-05,296.2,395.9,137.1,14.7,35.2,37.9,2.91,13.7,106.7,16.26,5.81,8.87,127.3,Good
2022-01-06,234.0,0.6,1.8,66.1,226.5,25.8,9.06,50.1,163.3,8.43,25.52,5.8,26.3,Poor
2022-01-07,319.7,305.0,31.9,37.5,203.6,35.0,6.4,54.3,108.6,14.36,5.59,9.95,195.2,Poor
2022-01-08,98.6,506.1,129.1,104.7,225.9,5.7,9.61,41.0,145.4,17.72,6.92,7.36,214.9,Very Poor
2022-01-09,456.4,72.5,140.0,146.9,8.9,6.1,6.8,42.2,178.4,4.35,5.76,5.46,384.3,Good
2022-01-10,355.6,367.4,189.2,113.1,81.3,11.5,7.17,39.7,116.2,4.07,14.23,7.05,359.8,Very Poor
2022-01-11,301.1,592.0,73.5,33.3,41.7,48.6,2.58,0.3,133.9,4.22,23.56,7.82,324.8,Good
2022-01-12,332.4,524.5,42.9,19.0,23.2,31.7,1.42,80.9,55.0,19.89,13.06,4.72,20.1,Good
2022-01-13,162.2,87.3,187.0,146.8,64.2,37.2,4.23,58.2,144.4,16.12,28.81,8.15,436.6,Moderate
2022-01-14,312.1,318.7,171.3,118.1,38.9,21.8,5.4,86.0,128.9,2.24,28.66,6.21,162.1,Good
2022-01-15,111.7,311.2,8.5,7.8,85.8,40.5,5.55,26.7,131.4,12.41,18.56,2.68,337.1,Poor
2022-01-16,365.2,363.8,9.5,62.7,149.9,39.0,0.19,97.6,132.6,17.77,7.04,4.54,293.3,Satisfactory
2022-01-17,240.9,225.4,80.6,52.2,100.3,11.6,0.02,45.0,72.4,0.35,20.76,0.77,226.2,Severe
2022-01-18,193.2,227.3,92.5,89.1,28.8,1.3,0.94,93.3,51.3,5.21,24.09,8.62,35.0,Moderate
2022-01-19,454.9,405.7,65.0,33.1,22.2,16.5,3.92,88.7,186.8,0.65,20.11,6.15,309.2,Very Poor
2022-01-20,263.8,193.5,69.6,88.4,141.6,6.3,0.17,1.4,191.2,14.45,24.13,3.08,1.5,Very Poor
2022-01-21,150.4,408.2,30.1,124.8,123.3,42.0,7.53,55.4,145.2,10.87,19.79,3.74,72.7,Good
2022-01-22,151.7,599.0,112.9,116.0,30.1,15.2,1.28,73.1,81.7,14.73,16.21,1.03,386.4,Severe
2022-01-23,351.8,18.4,152.5,120.4,80.9,24.3,6.11,74.4,147.4,13.77,1.22,7.44,9.7,Very Poor
2022-01-24,331.9,30.3,29.4,116.8,16.3,11.1,2.39,5.5,23.5,15.39,14.25,3.15,483.9,Satisfactory
2022-01-25,243.4,56.8,78.9,140.3,101.4,21.2,6.39,60.9,188.3,5.15,29.07,0.02,369.5,Good
2022-01-26,403.9,583.5,176.5,91.7,180.1,38.0,9.37,76.0,65.9,12.81,1.32,6.7,354.6,Moderate
2022-01-27,189.5,105.7,78.1,122.0,192.3,0.4,7.61,42.1,55.6,19.89,24.96,5.4,176.8,Poor
2022-01-28,170.1,67.2,141.2,113.4,4.4,27.6,2.9,92.4,122.8,10.21,4.4,6.94,112.1,Severe
2022-01-29,482.0,470.1,61.2,130.2,70.3,40.5,6.26,21.6,158.2,7.44,18.89,9.14,110.4,Good
2022-01-30,354.8,389.4,1.1,76.6,146.7,30.2,3.55,62.6,199.9,18.98,19.25,0.92,238.9,Moderate
2022-01-31,377.8,212.6,129.3,30.7,171.7,47.0,0.39,39.9,88.1,5.51,19.95,9.84,182.9,Poor
2022-02-01,416.3,288.0,23.1,127.1,234.1,40.6,6.84,95.5,186.5,18.39,15.79,1.5,336.9,Poor
2022-02-02,219.1,465.7,92.7,1.8,138.4,27.1,8.27,98.1,21.4,0.87,16.02,9.59,270.9,Moderate
2022-02-03,209.4,323.0,163.2,122.9,202.2,18.3,2.05,18.2,54.1,9.49,25.74,0.55,281.3,Very Poor
2022-02-04,342.1,345.0,86.4,118.2,139.4,15.6,1.48,87.5,118.4,4.25,22.45,9.26,418.5,Severe
2022-02-05,76.5,589.3,97.7,51.3,213.4,41.2,8.72,21.8,159.1,0.14,27.41,7.69,469.1,Good
2022-02-06,212.3,356.6,1.2,1.7,186.9,37.4,9.81,36.4,92.8,6.66,13.68,8.97,402.9,Severe
2022-02-07,477.7,46.8,77.5,25.7,10.4,22.4,1.26,58.0,193.4,7.42,1.35,4.52,13.4,Very Poor
2022-02-08,257.8,235.8,106.9,48.1,72.6,42.0,4.42,63.1,118.4,3.41,18.44,8.66,126.1,Good
2022-02-09,348.7,132.6,192.1,139.6,228.9,1.6,5.94,56.1,76.5,11.65,13.91,3.8,285.6,Moderate
2022-02-10,388.3,199.2,13.0,43.6,166.9,45.1,0.6,80.5,85.5,15.69,2.17,0.71,34.9,Moderate
2022-02-11,277.1,326.9,4.9,20.8,55.2,11.0,8.43,82.6,86.3,1.83,12.85,0.03,58.1,Poor
2022-02-12,197.1,323.9,180.1,123.0,217.2,5.5,5.8,20.2,41.3,17.72,2.66,5.74,429.3,Satisfactory
2022-02-13,190.0,385.0,102.1,139.9,240.3,27.9,9.35,0.5,90.0,17.89,11.38,5.82,200.6,Good
2022-02-14,326.0,169.0,28.6,0.0,51.0,34.6,0.88,3.4,26.3,18.12,26.43,6.22,159.3,Moderate
2022-02-15,210.0,121.4,12.7,96.8,55.2,39.3,2.14,77.7,53.8,0.84,25.31,0.47,261.8,Good
2022-02-16,294.1,157.3,48.4,108.0,206.4,48.8,1.3,83.6,9.8,10.81,18.6,8.09,464.2,Very Poor
2022-02-17,464.8,238.6,76.3,117.5,142.4,34.5,7.84,53.3,135.5,15.88,14.93,0.94,329.8,Severe
2022-02-18,463.5,291.1,181.5,149.0,97.1,41.5,5.4,16.3,115.5,19.85,26.05,5.38,268.4,Poor
2022-02-19,342.3,22.9,30.0,60.2,203.2,21.9,2.65,95.8,165.4,9.75,16.47,3.05,51.0,Moderate
2022-02-20,231.3,55.2,147.5,129.2,13.7,28.8,7.85,48.9,91.4,8.22,8.01,6.94,375.4,Good
2022-02-21,348.8,431.6,183.5,61.2,119.5,17.4,6.14,6.4,25.8,9.07,16.42,0.59,494.0,Satisfactory
2022-02-22,106.6,447.8,197.9,135.4,169.1,22.0,4.47,16.4,48.7,8.85,2.54,1.27,391.8,Satisfactory
2022-02-23,406.5,199.9,59.0,138.0,74.1,17.9,4.42,94.8,179.2,7.76,20.96,6.01,366.6,Very Poor
2022-02-24,377.1,368.0,80.3,82.3,240.5,40.8,7.59,67.4,129.0,10.96,21.5,5.71,212.2,Good
2022-02-25,48.0,470.4,68.5,121.1,71.0,38.4,1.84,20.9,139.7,13.32,16.09,1.87,305.4,Poor
2022-02-26,83.6,261.8,81.9,32.4,114.5,14.0,1.5,55.8,68.8,2.65,15.38,8.31,17.2,Poor
2022-02-27,131.6,98.5,20.8,109.8,3.1,31.1,3.91,82.9,55.7,11.33,18.64,2.9,487.4,Satisfactory
2022-02-28,313.5,592.7,173.1,149.9,156.4,46.3,4.44,16.8,184.8,14.55,10.87,1.52,0.7,Severe
2022-03-01,300.2,374.7,156.0,27.0,52.1,5.9,9.44,82.9,86.7,6.71,18.84,3.44,83.5,Good
2022-03-02,129.5,269.0,163.6,144.3,82.3,48.6,5.25,42.7,148.8,4.2,28.37,1.24,398.1,Severe
2022-03-03,98.9,97.1,63.1,38.4,193.5,3.4,4.36,8.4,167.2,2.64,27.9,9.53,149.3,Very Poor
2022-03-04,66.1,462.1,44.9,95.8,156.3,33.0,3.12,18.8,132.0,4.96,5.61,9.66,135.3,Moderate
2022-03-05,150.0,233.8,61.6,68.5,130.1,28.4,2.6,57.4,176.0,7.38,2.27,4.67,216.4,Moderate
2022-03-06,265.4,293.8,84.5,143.9,113.6,48.7,2.5,65.2,193.1,19.34,27.35,2.87,368.9,Very Poor
2022-03-07,103.3,17.4,72.2,90.9,26.0,46.5,7.29,23.0,62.8,10.29,29.42,5.96,412.2,Poor
2022-03-08,360.0,222.7,9.9,26.8,54.6,37.2,3.77,62.1,155.4,18.4,26.26,8.86,441.3,Very Poor
2022-03-09,397.5,151.3,44.3,26.4,88.9,47.8,6.3,14.7,16.2,2.28,23.12,5.69,200.8,Moderate
2022-03-10,26.6,360.9,109.6,118.7,108.1,2.8,7.65,67.3,2.5,19.08,2.61,0.24,144.3,Satisfactory
2022-03-11,331.5,89.7,148.5,106.4,99.8,4.0,9.4,22.7,117.0,19.42,28.55,2.29,222.9,Very Poor
2022-03-12,384.3,318.2,91.6,52.2,156.1,50.0,6.64,13.7,84.4,12.6,13.88,2.92,35.4,Poor
2022-03-13,414.9,293.5,181.3,43.5,65.5,36.0,2.06,88.5,93.5,5.89,2.35,0.89,410.8,Satisfactory
2022-03-14,409.4,422.5,10.9,49.7,200.8,13.3,1.38,94.2,135.4,5.41,10.66,9.66,120.6,Poor
2022-03-15,207.1,206.4,126.4,48.6,115.1,1.8,8.84,97.8,32.9,0.42,10.11,0.77,0.6,Severe
2022-03-16,423.9,217.0,170.6,70.1,203.4,18.3,3.68,95.3,167.3,9.17,18.91,8.47,349.8,Poor
2022-03-17,468.6,193.6,4.6,23.4,135.5,43.0,1.48,75.0,91.9,19.81,15.65,2.73,19.1,Poor
2022-03-18,274.1,117.5,138.7,37.5,40.8,19.4,0.45,73.6,90.0,19.67,11.19,7.05,119.1,Severe
2022-03-19,329.2,63.3,164.2,34.9,144.6,30.8,6.63,28.6,129.8,14.13,9.0,1.91,380.0,Severe
2022-03-20,154.7,149.4,119.9,136.0,215.9,23.1,5.3,78.5,109.8,14.81,16.56,4.79,0.7,Very Poor
2022-03-21,206.9,173.4,125.7,34.5,169.8,46.0,8.32,65.1,30.8,14.53,20.92,3.79,415.5,Moderate
2022-03-22,93.5,407.4,22.8,147.5,202.8,36.4,6.54,14.1,175.8,17.53,15.26,6.66,71.2,Poor
2022-03-23,131.7,486.3,93.4,136.4,89.8,38.8,4.87,48.5,58.1,0.69,7.87,3.89,449.8,Good
2022-03-24,485.7,515.0,1.3,92.6,3.7,1.8,8.11,32.8,107.6,12.06,29.3,7.96,249.6,Good
2022-03-25,69.0,142.5,27.6,5.2,73.7,34.6,6.07,45.7,41.9,14.4,9.84,9.3,241.4,Moderate
2022-03-26,329.4,150.8,88.1,103.9,85.7,25.7,7.17,1.7,34.3,7.36,9.85,0.9,30.9,Satisfactory
2022-03-27,363.5,9.7,32.2,97.8,47.4,26.9,6.24,7.9,144.1,3.23,18.41,9.8,38.8,Poor
2022-03-28,12.2,589.3,125.9,104.7,217.4,29.5,4.17,56.2,180.0,15.06,14.5,6.55,370.8,Very Poor
2022-03-29,367.4,425.8,108.0,120.5,61.2,31.0,7.79,6.5,35.7,18.06,4.21,4.78,202.9,Very Poor
2022-03-30,300.8,15.9,116.1,134.1,248.2,26.3,9.38,63.0,118.8,1.19,9.55,9.25,460.8,Very Poor
2022-03-31,297.2,349.7,163.8,136.2,38.6,22.5,9.54,24.7,100.7,14.82,14.79,6.81,304.4,Moderate
2022-04-01,180.5,594.5,113.2,42.9,24.9,32.5,6.72,85.7,170.8,10.33,29.47,9.57,438.7,Satisfactory
2022-04-02,26.5,60.3,166.8,28.1,86.6,14.3,2.19,52.9,68.9,1.03,15.04,7.72,401.2,Poor
2022-04-03,415.0,120.4,147.6,87.8,108.0,11.3,3.72,89.9,110.3,6.66,26.51,7.75,479.2,Very Poor
2022-04-04,438.7,468.8,182.4,83.2,121.3,20.1,0.95,29.9,55.3,5.11,15.19,3.16,249.8,Severe
2022-04-05,242.9,42.9,160.5,61.1,91.5,27.4,3.27,85.0,89.9,16.02,9.82,6.42,450.2,Very Poor
2022-04-06,481.2,281.2,21.4,120.8,5.7,34.5,0.87,42.8,88.8,6.85,17.12,1.01,353.7,Good
2022-04-07,361.1,198.2,152.8,24.8,186.7,15.9,7.28,36.8,99.6,18.18,0.17,0.46,316.8,Satisfactory
2022-04-08,196.7,210.8,134.2,30.4,239.2,20.0,3.8,51.4,178.5,10.06,18.86,0.94,275.9,Poor
2022-04-09,83.7,57.4,138.7,99.5,215.5,17.6,4.68,47.0,47.0,5.69,9.13,5.32,222.6,Severe
2022-04-10,469.7,79.3,111.9,136.9,174.4,11.9,5.0,34.8,196.2,19.99,17.38,1.17,125.4,Severe
2022-04-11,108.8,138.5,143.5,131.2,209.0,37.8,3.0,4.8,97.3,8.44,0.56,9.63,231.3,Satisfactory
2022-04-12,485.7,296.6,119.0,82.4,121.4,36.9,5.18,27.2,82.2,2.77,28.96,2.92,34.8,Very Poor
2022-04-13,234.5,234.0,172.6,91.0,180.7,3.9,5.11,97.2,31.2,16.6,18.24,2.81,228.2,Very Poor
2022-04-14,39.5,351.4,177.4,123.7,202.7,41.9,3.64,10.8,186.3,16.77,25.16,9.78,391.2,Very Poor
2022-04-15,27.5,348.3,174.5,148.3,44.3,19.8,4.04,5.6,146.4,9.09,15.48,3.72,147.3,Poor
2022-04-16,316.5,206.2,197.6,67.2,151.5,39.7,8.23,82.1,30.0,12.27,21.55,4.47,205.0,Satisfactory
2022-04-17,475.3,180.9,72.3,43.5,109.6,0.4,9.14,23.3,183.2,13.12,10.03,2.77,160.6,Satisfactory
2022-04-18,182.8,462.3,52.6,137.2,117.1,30.3,0.39,38.9,132.8,13.03,19.55,7.02,495.1,Good
2022-04-19,493.9,103.9,41.3,144.4,207.6,39.1,8.41,13.9,13.3,13.56,3.86,0.25,457.3,Good
2022-04-20,133.8,549.3,103.4,149.7,196.8,21.3,1.55,98.1,168.8,10.86,29.77,4.21,74.3,Poor
2022-04-21,63.3,485.8,75.5,69.7,107.2,22.0,9.65,91.8,179.9,18.86,15.21,0.4,118.6,Moderate
2022-04-22,294.4,576.6,172.5,106.1,67.3,13.7,0.07,26.3,11.7,9.81,21.94,3.54,305.7,Poor
2022-04-23,306.8,371.2,138.3,113.7,70.2,3.1,3.9,54.7,105.1,6.35,11.68,6.29,378.0,Satisfactory
2022-04-24,204.7,268.0,77.6,80.0,144.8,48.7,6.79,28.3,66.3,9.42,27.62,5.76,71.8,Good
2022-04-25,474.1,567.2,2.9,21.3,38.1,5.3,5.94,67.2,130.1,5.88,12.19,5.83,73.6,Moderate
2022-04-26,469.2,89.3,135.1,64.3,234.0,18.2,1.65,5.7,191.6,8.88,20.55,2.11,332.7,Satisfactory
2022-04-27,183.6,3.6,35.3,0.0,163.0,44.2,3.46,56.7,102.1,17.41,11.05,2.71,160.8,Very Poor
2022-04-28,471.0,159.2,151.0,69.3,238.2,6.0,1.06,14.9,56.2,12.11,9.85,4.51,409.2,Very Poor
2022-04-29,353.9,453.2,50.1,107.4,76.7,49.6,8.59,56.7,70.9,13.72,3.78,4.62,280.4,Good
2022-04-30,302.7,345.1,180.4,59.0,234.5,39.6,8.17,78.3,48.5,3.83,26.08,4.27,402.7,Good
2022-05-01,305.2,18.5,100.6,81.6,86.7,38.6,1.15,35.1,103.2,19.1,25.14,8.01,27.5,Good
2022-05-02,414.4,321.8,120.8,54.1,60.3,11.7,5.65,11.9,134.9,14.62,6.66,3.28,355.0,Moderate
2022-05-03,367.8,258.0,30.5,143.7,30.6,20.0,9.41,42.2,110.4,17.29,23.26,9.37,159.7,Satisfactory
2022-05-04,131.5,399.1,174.0,83.3,59.8,9.2,1.87,77.7,108.7,18.89,15.1,8.17,161.5,Satisfactory
2022-05-05,86.9,200.3,8.9,29.0,213.3,27.3,9.82,74.4,3.7,12.88,24.52,0.98,321.2,Satisfactory
2022-05-06,471.9,550.3,193.7,37.7,96.3,3.8,9.21,16.8,169.4,6.74,29.39,0.96,308.1,Severe
2022-05-07,90.4,258.1,16.2,75.7,50.9,33.3,0.74,35.6,34.9,11.54,15.95,4.6,233.3,Moderate
2022-05-08,19.7,363.1,138.3,113.7,132.1,8.1,8.47,91.4,159.3,0.33,23.51,0.8,489.1,Moderate
2022-05-09,425.7,218.7,24.9,129.7,109.7,22.9,1.78,16.3,170.7,13.03,27.26,1.88,7.8,Good
2022-05-10,251.7,9.3,161.5,135.4,229.3,35.0,4.44,98.5,177.6,2.94,28.67,8.88,42.6,Good
2022-05-11,267.2,321.4,53.0,59.6,197.9,11.8,7.15,3.5,69.8,16.32,9.05,3.66,336.8,Severe
2022-05-12,371.6,376.3,175.4,23.5,18.0,0.4,5.89,45.3,41.8,13.58,8.12,2.51,187.3,Satisfactory
2022-05-13,73.8,412.5,100.7,77.7,114.8,24.8,6.76,62.3,31.3,17.56,1.4,0.42,10.7,Satisfactory
2022-05-14,344.4,486.1,111.3,4.6,125.7,21.5,8.64,18.8,77.5,0.18,11.55,4.1,474.3,Very Poor
2022-05-15,320.8,449.8,129.3,98.6,165.0,41.7,4.86,80.2,43.8,13.57,9.2,8.1,281.3,Satisfactory
2022-05-16,51.4,74.0,53.5,71.9,104.2,7.8,5.57,39.4,57.6,3.63,13.64,8.57,63.8,Poor
2022-05-17,311.9,590.9,150.0,142.8,182.7,33.5,5.81,49.8,170.0,15.06,17.59,1.74,459.2,Good
2022-05-18,497.6,289.7,91.9,41.6,121.4,29.8,2.2,63.2,166.0,14.91,26.05,6.33,312.7,Satisfactory
2022-05-19,74.3,98.1,114.7,103.0,49.3,5.9,3.64,90.7,145.7,2.16,6.25,3.9,93.8,Very Poor
